date,meter,chargers,building,cap,abovecap,control
2018-06-12 20:19,252,15,237,340,252,60
2018-06-12 20:20,233,15,218,340,233,60
2018-06-12 20:21,246,15,231,340,246,60
2018-06-12 20:22,226,15,211,340,226,60
2018-06-12 20:23,225,15,210,340,225,60
2018-06-12 20:24,229,15,214,340,229,60
2018-06-12 20:25,244,15,229,340,244,60
2018-06-12 20:26,230,15,215,340,230,60
2018-06-12 20:28,217,15,202,340,217,60
2018-06-12 20:29,216,15,201,340,216,60
2018-06-12 20:30,266,0,266,320,266,54
2018-06-12 20:31,251,0,251,320,251,60
2018-06-12 20:32,246,0,246,320,246,60
2018-06-12 20:33,268,0,268,320,268,52
2018-06-12 20:34,295,0,295,320,295,25
2018-06-12 20:35,283,0,283,320,283,37
2018-06-12 20:36,310,0,310,320,310,10
2018-06-12 20:37,316,0,316,320,316,4
2018-06-12 20:38,292,0,292,320,292,28
2018-06-12 20:39,285,0,285,320,285,35
2018-06-12 20:40,282,0,282,320,282,38
2018-06-12 20:41,274,0,274,320,274,46
2018-06-12 20:42,235,0,235,320,235,60
2018-06-12 20:43,242,0,242,320,242,60
2018-06-12 20:44,235,0,235,320,235,60
2018-06-12 20:45,226,0,226,320,226,60
2018-06-12 20:46,218,0,218,320,218,60
2018-06-12 20:47,220,0,220,320,220,60
2018-06-12 20:48,164,0,164,320,164,60
2018-06-12 20:50,183,0,183,320,183,60
2018-06-12 20:51,185,0,185,320,185,60
2018-06-12 20:52,175,0,175,320,175,60
2018-06-12 20:53,165,0,165,320,165,60
2018-06-12 20:54,177,0,177,320,177,60
2018-06-12 20:55,184,0,184,320,184,60
2018-06-12 20:56,185,0,185,320,185,60
2018-06-12 20:57,170,0,170,320,170,60
2018-06-12 20:58,177,0,177,320,177,60
2018-06-12 20:59,202,0,202,320,202,60
2018-06-12 21:00,166,60,106,300,166,60
2018-06-12 21:01,133,60,73,300,133,60
2018-06-12 21:02,141,60,81,300,141,60
2018-06-12 21:03,191,60,131,300,191,60
2018-06-12 21:04,210,60,150,300,210,60
2018-06-12 21:05,222,60,162,300,222,60
2018-06-12 21:06,230,60,170,300,230,60
2018-06-12 21:07,235,60,175,300,235,60
2018-06-12 21:08,233,60,173,300,233,60
2018-06-12 21:09,239,60,179,300,239,60
2018-06-12 21:10,216,60,156,300,216,60
2018-06-12 21:11,203,60,143,300,203,60
2018-06-12 21:12,180,60,120,300,180,60
2018-06-12 21:13,171,60,111,300,171,60
2018-06-12 21:14,168,60,108,300,168,60
2018-06-12 21:15,119,60,59,300,119,60
2018-06-12 21:16,135,60,75,300,135,60
2018-06-12 21:17,134,60,74,300,134,60
2018-06-12 21:18,124,60,64,300,124,60
2018-06-12 21:19,123,60,63,300,123,60
2018-06-12 21:20,122,45,77,300,122,60
2018-06-12 21:21,136,45,91,300,136,60
2018-06-12 21:22,137,45,92,300,137,60
2018-06-12 21:23,137,45,92,300,137,60
2018-06-12 21:24,140,45,95,300,140,60
2018-06-12 21:25,159,45,114,300,159,60
2018-06-12 21:26,169,45,124,300,169,60
2018-06-12 21:27,150,45,105,300,150,60
2018-06-12 21:28,170,45,125,300,170,60
2018-06-12 21:29,155,45,110,300,155,60
2018-06-12 21:30,207,45,162,300,207,60
2018-06-12 21:31,185,45,140,300,185,60
2018-06-12 21:32,166,45,121,300,166,60
2018-06-12 21:33,175,45,130,300,175,60
2018-06-12 21:34,181,45,136,300,181,60
2018-06-12 21:35,224,45,179,300,224,60
2018-06-12 21:36,223,45,178,300,223,60
2018-06-12 21:37,231,45,186,300,231,60
2018-06-12 21:38,227,45,182,300,227,60
2018-06-12 21:39,226,45,181,300,226,60
2018-06-12 21:40,203,45,158,300,203,60
2018-06-12 21:41,191,45,146,300,191,60
2018-06-12 21:42,166,45,121,300,166,60
2018-06-12 21:43,118,45,73,300,118,60
2018-06-12 21:44,124,45,79,300,124,60
2018-06-12 21:45,118,45,73,300,118,60
2018-06-12 21:46,118,45,73,300,118,60
2018-06-12 21:47,122,45,77,300,122,60
2018-06-12 21:48,117,45,72,300,117,60
2018-06-12 21:49,120,45,75,300,120,60
2018-06-12 21:50,137,45,92,300,137,60
2018-06-12 21:51,140,45,95,300,140,60
2018-06-12 21:52,103,45,58,300,103,60
2018-06-12 21:53,100,45,55,300,100,60
2018-06-12 21:54,93,45,48,300,93,60
2018-06-12 21:55,92,45,47,300,92,60
2018-06-12 21:56,89,45,44,300,89,60
2018-06-12 21:57,90,45,45,300,90,60
2018-06-12 21:58,117,45,72,300,117,60
2018-06-12 21:59,110,45,65,300,110,60
2018-06-12 22:00,117,30,87,320,117,60
2018-06-12 22:01,129,30,99,320,129,60
2018-06-12 22:02,129,30,99,320,129,60
2018-06-12 22:03,119,30,89,320,119,60
2018-06-12 22:04,97,30,67,320,97,60
2018-06-12 22:05,105,30,75,320,105,60
2018-06-12 22:06,96,30,66,320,96,60
2018-06-12 22:07,96,30,66,320,96,60
2018-06-12 22:08,100,30,70,320,100,60
2018-06-12 22:09,102,30,72,320,102,60
2018-06-12 22:10,99,30,69,320,99,60
2018-06-12 22:11,89,30,59,320,89,60
2018-06-12 22:12,91,30,61,320,91,60
2018-06-12 22:13,92,30,62,320,92,60
2018-06-12 22:14,92,30,62,320,92,60
2018-06-12 22:15,95,30,65,360,95,60
2018-06-12 22:16,99,30,69,360,99,60
2018-06-12 22:17,100,30,70,360,100,60
2018-06-12 22:18,105,30,75,360,105,60
2018-06-12 22:19,104,30,74,360,104,60
2018-06-12 22:20,102,15,87,360,102,60
2018-06-12 22:21,104,15,89,360,104,60
2018-06-12 22:22,98,15,83,360,98,60
2018-06-12 22:23,102,15,87,360,102,60
2018-06-12 22:24,92,15,77,360,92,60
2018-06-12 22:25,94,15,79,360,94,60
2018-06-12 22:26,93,15,78,360,93,60
2018-06-12 22:27,91,15,76,360,91,60
2018-06-12 22:28,90,15,75,360,90,60
2018-06-12 22:29,94,15,79,360,94,60
2018-06-12 22:30,99,15,84,340,99,60
2018-06-12 22:31,93,15,78,340,93,60
2018-06-12 22:32,93,15,78,340,93,60
2018-06-12 22:33,92,15,77,340,92,60
2018-06-12 22:34,94,15,79,340,94,60
2018-06-12 22:35,96,15,81,340,96,60
2018-06-12 22:36,96,15,81,340,96,60
2018-06-12 22:37,101,15,86,340,101,60
2018-06-12 22:38,91,15,76,340,91,60
2018-06-12 22:39,90,15,75,340,90,60
2018-06-12 22:40,90,15,75,340,90,60
2018-06-12 22:41,110,15,95,340,110,60
2018-06-12 22:42,110,15,95,340,110,60
2018-06-12 22:43,114,15,99,340,114,60
2018-06-12 22:44,123,15,108,340,123,60
2018-06-12 22:45,118,15,103,300,118,60
2018-06-12 22:46,118,15,103,300,118,60
2018-06-12 22:47,139,15,124,300,139,60
2018-06-12 22:48,99,15,84,300,99,60
2018-06-12 22:49,95,15,80,300,95,60
2018-06-12 22:50,94,15,79,300,94,60
2018-06-12 22:51,89,15,74,300,89,60
2018-06-12 22:52,89,15,74,300,89,60
2018-06-12 22:53,91,15,76,300,91,60
2018-06-12 22:54,91,15,76,300,91,60
2018-06-12 22:55,94,15,79,300,94,60
2018-06-12 22:56,90,15,75,300,90,60
2018-06-12 22:57,94,15,79,300,94,60
2018-06-12 22:58,93,15,78,300,93,60
2018-06-12 22:59,93,15,78,300,93,60
2018-06-12 23:00,94,30,64,320,94,60
2018-06-12 23:01,96,30,66,320,96,60
2018-06-12 23:02,99,30,69,320,99,60
2018-06-12 23:03,94,30,64,320,94,60
2018-06-12 23:04,93,30,63,320,93,60
2018-06-12 23:05,92,30,62,320,92,60
2018-06-12 23:06,86,30,56,320,86,60
2018-06-12 23:07,86,30,56,320,86,60
2018-06-12 23:08,88,30,58,320,88,60
2018-06-12 23:09,92,30,62,320,92,60
2018-06-12 23:10,91,60,31,320,91,60
2018-06-12 23:11,90,60,30,320,90,60
2018-06-12 23:12,96,60,36,320,96,60
2018-06-12 23:13,95,60,35,320,95,60
2018-06-12 23:14,94,60,34,320,94,60
2018-06-12 23:15,96,60,36,320,96,60
2018-06-12 23:16,102,60,42,320,102,60
2018-06-12 23:17,101,60,41,320,101,60
2018-06-12 23:18,98,60,38,320,98,60
2018-06-12 23:19,97,60,37,320,97,60
2018-06-12 23:20,94,45,49,320,94,60
2018-06-12 23:21,91,45,46,320,91,60
2018-06-12 23:22,92,45,47,320,92,60
2018-06-12 23:23,94,45,49,320,94,60
2018-06-12 23:24,90,45,45,320,90,60
2018-06-12 23:25,90,45,45,320,90,60
2018-06-12 23:26,95,45,50,320,95,60
2018-06-12 23:27,97,45,52,320,97,60
2018-06-12 23:28,97,45,52,320,97,60
2018-06-12 23:29,115,45,70,320,115,60
2018-06-12 23:30,118,15,103,320,118,60
2018-06-12 23:31,113,15,98,320,113,60
2018-06-12 23:32,112,15,97,320,112,60
2018-06-12 23:33,110,15,95,320,110,60
2018-06-12 23:34,125,15,110,320,125,60
2018-06-12 23:35,86,15,71,320,86,60
2018-06-12 23:36,85,15,70,320,85,60
2018-06-12 23:37,91,15,76,320,91,60
2018-06-12 23:38,92,15,77,320,92,60
2018-06-12 23:39,90,15,75,320,90,60
2018-06-12 23:40,90,30,60,320,90,60
2018-06-12 23:41,89,30,59,320,89,60
2018-06-12 23:42,88,30,58,320,88,60
2018-06-12 23:43,93,30,63,320,93,60
2018-06-12 23:44,98,30,68,320,98,60
2018-06-12 23:45,95,30,65,340,95,60
2018-06-12 23:46,94,30,64,340,94,60
2018-06-12 23:47,94,30,64,340,94,60
2018-06-12 23:48,89,30,59,340,89,60
2018-06-12 23:49,89,30,59,340,89,60
2018-06-12 23:50,85,30,55,340,85,60
2018-06-12 23:51,88,30,58,340,88,60
2018-06-12 23:53,84,30,54,340,84,60
2018-06-12 23:54,84,30,54,340,84,60
2018-06-12 23:55,87,30,57,340,87,60
2018-06-12 23:56,88,30,58,340,88,60
2018-06-12 23:57,89,30,59,340,89,60
2018-06-12 23:58,94,30,64,340,94,60
2018-06-12 23:59,92,30,62,340,92,60
